STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        662;20170425;   10;  15.6;   4.4;    3;   0.1;   4;    6.583;-999;   7.4;   7.3;  996.16;    6.1;   77.83;   10.7;    2.0;   -1.7;eor
        662;20170426;   10;   8.7;   2.8;    3;   0.0;   0;   10.067;-999;   5.4;   6.0; 1001.85;    5.7;   68.04;   11.5;    0.3;   -3.7;eor
        662;20170427;   10;  10.0;   2.6;    3;   0.0;   0;   11.967;-999;   3.3;   5.6; 1004.86;    5.6;   65.13;   11.5;   -0.6;   -4.8;eor
        662;20170428;   10;  10.0;   2.7;    3;   0.5;   4;    7.750;-999;   5.2;   6.7; 1003.84;    6.9;   68.67;   12.2;   -0.7;   -4.9;eor
        662;20170429;   10;   9.8;   2.8;    3;   0.0;   0;    5.100;-999;   5.3;   6.8; 1007.75;    7.4;   68.08;   11.4;    3.0;   -2.1;eor
        662;20170430;   10;  14.8;   5.9;    3;   0.0;   0;   14.167;-999;   1.6;   6.2; 1007.09;    9.2;   56.63;   15.1;    0.3;   -3.8;eor
        662;20170501;   10;  12.6;   5.1;    3;   0.1;   4;    6.200;-999;   7.2;   8.0; 1003.40;   11.1;   61.21;   16.2;    4.7;    1.8;eor
        662;20170502;   10;  11.9;   5.1;    3;   5.4;   4;    0.000;-999;   7.8;   9.5; 1006.34;    9.1;   82.67;   11.8;    7.4;    3.9;eor
        662;20170503;   10;  10.5;   4.2;    3;   0.0;   0;    3.983;-999;   7.6;  10.7; 1011.20;   11.2;   81.29;   14.8;    7.1;    4.4;eor
        662;20170504;   10;   9.9;   4.5;    3;   1.9;   4;    0.000;-999;   7.6;   9.6; 1009.99;    7.7;   90.96;    8.8;    7.0;    4.8;eor
        662;20170505;   10;   6.0;   1.9;    3;   0.0;   4;    0.000;-999;   7.7;  10.3; 1010.45;    7.9;   96.67;    9.0;    6.4;    5.3;eor
        662;20170506;   10;   6.9;   2.8;    3;   0.0;   4;    0.700;-999;   7.7;  12.2; 1005.46;   11.2;   91.21;   15.1;    8.1;    5.7;eor
        662;20170507;   10;   6.8;   2.2;    3;   0.0;   4;    2.700;-999;   7.9;  12.1; 1003.43;   13.7;   77.83;   17.8;    8.8;    5.4;eor
        662;20170508;   10;  10.3;   4.6;    3;   0.4;   4;    0.900;-999;   7.8;   9.0; 1007.81;    8.1;   83.63;   11.3;    3.6;   -0.1;eor
        662;20170509;   10;   8.0;   2.1;    3;   0.0;   0;    4.317;-999;   7.5;   6.4; 1008.88;    7.1;   65.46;   11.2;    2.4;   -2.3;eor
        662;20170510;   10;  10.3;   3.0;    3;   0.0;   0;    7.650;-999;   7.5;   7.5; 1000.18;    7.7;   72.83;   13.2;    3.1;   -1.4;eor
        662;20170511;   10;   9.9;   3.8;    3;   0.6;   4;   11.500;-999;   4.6;   8.9;  993.58;   12.8;   62.46;   20.9;    2.3;   -2.4;eor
        662;20170512;   10;   7.1;   2.6;    3;   1.1;   4;    6.950;-999;   8.0;  13.3;  993.35;   16.1;   73.79;   22.1;   11.8;    9.8;eor
        662;20170513;   10;  12.3;   2.3;    3;  31.7;   4;    6.650;-999;   7.3;  14.9; 1000.98;   16.0;   83.96;   23.1;   11.6;    8.5;eor
        662;20170514;   10;  11.2;   1.9;    3;   6.9;   4;    6.983;-999;   6.6;  14.1; 1010.56;   15.6;   81.71;   21.7;   11.9;    9.4;eor
        662;20170515;   10;   9.0;   2.8;    3;   0.0;   0;   10.783;-999;   6.2;  11.4; 1018.46;   15.3;   67.79;   20.0;   11.1;    7.9;eor
        662;20170516;   10;   8.2;   2.9;    3;   0.0;   4;    1.050;-999;   7.9;  12.4; 1018.51;   17.0;   64.33;   21.8;   11.4;    7.1;eor
        662;20170517;   10;  11.8;   3.9;    3;   0.0;   0;   10.750;-999;   6.9;  15.1; 1011.23;   21.2;   61.25;   26.6;   15.5;   13.2;eor
        662;20170518;   10;  16.9;   2.8;    3;   8.5;   4;   10.633;-999;   7.6;  17.0; 1001.92;   20.1;   74.58;   27.9;   16.0;   13.3;eor
        662;20170519;   10;  12.3;   3.4;    3;  27.5;   4;    1.150;-999;   7.9;  17.0; 1000.63;   16.5;   90.29;   20.7;   11.0;    9.3;eor
        662;20170520;   10;   8.6;   3.0;    3;   0.0;   0;    9.233;-999;   6.3;  11.8; 1010.75;   14.3;   74.63;   18.5;   10.0;    5.3;eor
        662;20170521;   10;   5.4;   1.6;    3;   0.0;   0;   13.617;-999;   4.4;  10.5; 1016.57;   14.9;   65.13;   20.5;    8.0;    4.0;eor
        662;20170522;   10;   9.8;   2.6;    3;   0.0;   0;   14.567;-999;   5.8;  11.1; 1011.15;   15.9;   64.67;   21.9;    7.9;    4.1;eor
        662;20170523;   10;  13.6;   3.9;    3;   0.0;   0;    6.617;-999;   7.8;  12.5; 1006.77;   17.5;   63.46;   24.1;   10.8;    7.0;eor
        662;20170524;   10;  11.9;   4.7;    3;   0.0;   4;    6.683;-999;   6.8;  10.6; 1011.86;   13.6;   68.67;   17.4;    9.8;    7.2;eor
        662;20170525;   10;   9.6;   3.7;    3;   0.0;   0;    4.867;-999;   5.6;  13.0; 1012.94;   14.3;   80.50;   20.2;    9.9;    5.9;eor
        662;20170526;   10;   6.2;   2.6;    3;   0.0;   0;   10.267;-999;   3.1;  15.1; 1012.45;   17.8;   75.67;   25.0;   12.6;    9.6;eor
        662;20170527;   10;  11.3;   4.0;    3;   0.0;   0;   15.767;-999;   0.0;  13.6; 1011.49;   20.2;   60.75;   25.6;   11.8;    6.9;eor
        662;20170528;   10;   8.5;   2.9;    3;   0.0;   4;   12.283;-999;   5.5;  16.6; 1008.26;   21.7;   63.46;   27.0;   16.0;   12.7;eor
        662;20170529;   10;   8.3;   1.5;    3;   3.4;   4;   10.067;-999;   4.4;  18.8; 1003.82;   21.9;   72.33;   29.9;   14.6;   11.2;eor
        662;20170530;   10;  12.9;   3.1;    3;  10.6;   4;    6.833;-999;   5.2;  20.8; 1002.61;   20.7;   85.42;   26.1;   16.1;   13.5;eor
        662;20170531;   10;  12.1;   4.4;    3;   0.0;   0;   10.350;-999;   4.7;  13.5; 1010.02;   17.0;   70.63;   21.8;   10.1;    5.9;eor
        662;20170601;   10;   5.7;   2.1;    3;   0.0;   0;   15.650;-999;   4.2;  10.1; 1012.35;   14.8;   63.08;   21.8;    7.8;    4.0;eor
        662;20170602;   10;   5.1;   1.6;    3;   3.0;   4;   15.200;-999;   2.7;  11.1; 1008.28;   18.3;   55.96;   25.1;    8.2;    4.2;eor
        662;20170603;   10;   8.0;   2.7;    3;   7.1;   4;    3.917;-999;   7.9;  15.9; 1003.14;   18.0;   75.83;   22.8;   13.5;   10.5;eor
        662;20170604;   10;  12.7;   4.4;    3;   3.3;   4;    5.133;-999;   7.2;  14.6; 1002.53;   16.6;   78.58;   20.8;   12.0;    8.5;eor
        662;20170605;   10;   6.0;   2.0;    3;   0.0;   0;   13.300;-999;   6.3;  13.3; 1004.10;   16.1;   74.38;   21.3;   10.0;    6.3;eor
        662;20170606;   10;  16.4;   3.6;    3;   4.9;   4;    6.733;-999;   6.9;  13.8;  994.00;   15.9;   76.92;   22.7;   11.6;    8.2;eor
        662;20170607;   10;  16.7;   5.3;    3;   0.7;   4;    7.133;-999;   7.0;  10.8; 1000.35;   13.1;   71.96;   17.6;   10.0;    7.5;eor
        662;20170608;   10;   9.1;   3.3;    3;   0.2;   4;    0.850;-999;   7.7;  12.8; 1006.41;   15.4;   73.46;   20.5;   12.0;    8.9;eor
        662;20170609;   10;  18.7;   3.5;    3;   5.0;   4;    6.350;-999;   7.2;  14.5; 1002.95;   17.5;   74.63;   25.5;   12.1;    9.0;eor
        662;20170610;   10;   9.1;   2.9;    3;   0.0;   0;    9.517;-999;   4.0;  13.6; 1010.00;   17.1;   71.50;   21.7;   11.0;    7.7;eor
        662;20170611;   10;   7.6;   2.5;    3;   0.4;   4;    9.067;-999;   5.9;  16.9; 1006.71;   20.6;   70.88;   26.7;   13.3;    9.1;eor
        662;20170612;   10;  14.8;   5.1;    3;   0.0;   4;    5.350;-999;   6.7;  13.6; 1003.62;   17.5;   67.38;   19.4;   14.8;   12.9;eor
        662;20170613;   10;  10.7;   4.1;    3;   0.0;   4;    2.783;-999;   6.5;  12.6; 1007.70;   15.9;   69.83;   19.3;   12.2;    7.4;eor
        662;20170614;   10;   5.6;   2.1;    3;   0.0;   0;   14.883;-999;   4.1;  12.6; 1009.97;   16.6;   68.67;   22.6;   10.3;    5.4;eor
        662;20170615;   10;  10.3;   2.4;    3;   9.1;   4;   11.600;-999;   7.3;  15.4; 1005.44;   19.9;   68.79;   26.9;   10.9;    7.0;eor
        662;20170616;   10;  16.1;   5.3;    3;   0.2;   4;    2.483;-999;   6.2;  14.2; 1007.04;   16.6;   75.88;   20.2;   13.0;   10.4;eor
        662;20170617;   10;  12.5;   5.3;    3;   0.0;   0;    7.483;-999;   5.8;  13.8; 1013.52;   16.2;   75.50;   21.4;   12.3;   10.0;eor
        662;20170618;   10;   6.7;   1.7;    3;   0.0;   0;   10.317;-999;   4.3;  17.4; 1015.25;   19.6;   77.92;   26.1;   14.2;   10.0;eor
        662;20170619;   10;   5.9;   1.4;    3;   0.0;   0;   15.900;-999;   0.3;  17.9; 1011.09;   22.5;   68.50;   29.2;   14.4;   11.5;eor
        662;20170620;   10;   9.0;   3.0;    3;   0.0;   0;   13.117;-999;   6.3;  18.1; 1007.58;   21.5;   71.50;   27.3;   13.4;    8.9;eor
        662;20170621;   10;   5.3;   1.5;    3;   0.0;   0;   15.717;-999;   5.1;  11.6; 1008.66;   17.4;   61.67;   24.6;   10.8;    7.2;eor
        662;20170622;   10;  20.0;   3.6;    3;  35.3;   4;   10.083;-999;   6.3;  18.4; 1001.13;   20.4;   77.63;   31.5;   14.0;   11.0;eor
        662;20170623;   10;  11.8;   4.9;    3;   0.0;   0;    4.900;-999;   7.8;  16.7; 1002.57;   20.0;   72.42;   24.1;   17.0;   15.2;eor
        662;20170624;   10;  12.3;   4.3;    3;   0.0;   4;    0.817;-999;   8.0;  15.7; 1003.49;   18.4;   74.00;   20.4;   16.5;   14.9;eor
        662;20170625;   10;  12.3;   4.2;    3;   9.4;   4;    0.467;-999;   7.7;  17.5; 1000.71;   17.1;   89.33;   19.4;   14.9;   13.4;eor
        662;20170626;   10;  11.2;   3.2;    3;   0.0;   4;    5.950;-999;   5.7;  14.1; 1002.35;   16.2;   78.04;   20.8;   11.5;    7.2;eor
        662;20170627;   10;   7.2;   2.5;    3;   0.0;   4;    6.150;-999;   7.2;  13.8; 1001.60;   16.0;   76.54;   21.6;    8.9;    5.5;eor
        662;20170628;   10;  12.5;   3.2;    3;   8.7;   4;    6.150;-999;   6.5;  17.8;  990.25;   18.6;   82.50;   23.6;   13.7;   10.6;eor
        662;20170629;   10;  12.1;   3.3;    3;  14.7;   4;    4.217;-999;   7.7;  17.6;  986.83;   17.4;   88.71;   22.3;   12.6;   10.3;eor
        662;20170630;   10;  14.0;   4.4;    3;  13.3;   4;    0.983;-999;   7.7;  16.2;  992.36;   16.6;   86.58;   20.6;   14.2;   13.0;eor
        662;20170701;   10;  11.9;   3.5;    3;   3.6;   4;    0.000;-999;   7.5;  16.5;  997.38;   15.4;   93.83;   16.4;   13.8;   12.2;eor
        662;20170702;   10;  10.5;   4.1;    3;   1.8;   4;    4.900;-999;   6.0;  14.7; 1006.56;   15.6;   82.96;   19.5;   12.6;    9.4;eor
        662;20170703;   10;  14.4;   3.5;    3;   2.0;   4;   10.950;-999;   5.6;  12.9; 1010.15;   16.7;   69.42;   22.4;   10.8;    7.9;eor
        662;20170704;   10;  10.0;   3.5;    3;   0.2;   4;   10.533;-999;   5.7;  12.9; 1010.14;   16.2;   71.88;   20.2;   12.9;    9.3;eor
        662;20170705;   10;   6.5;   1.7;    3;   0.1;   4;    5.867;-999;   7.3;  14.6; 1009.35;   16.6;   78.13;   21.6;   12.8;   10.9;eor
        662;20170706;   10;   4.6;   1.3;    3;   0.0;   4;    9.800;-999;   6.5;  16.0; 1008.55;   20.0;   70.54;   26.3;   13.2;   10.2;eor
        662;20170707;   10;   9.4;   3.2;    3;   2.6;   4;    8.200;-999;   7.2;  18.2; 1003.87;   22.4;   68.46;   27.5;   17.9;   15.3;eor
        662;20170708;   10;   8.4;   3.0;    3;   0.3;   4;    5.450;-999;   7.4;  17.9; 1006.05;   19.7;   79.13;   24.7;   15.9;   13.3;eor
        662;20170709;   10;   6.8;   2.3;    3;   0.0;   4;    4.883;-999;   7.3;  15.6; 1004.97;   17.8;   76.96;   23.3;   13.7;   11.3;eor
        662;20170710;   10;   6.7;   2.0;    3;   5.6;   4;    0.100;-999;   7.9;  17.4;  998.68;   17.3;   87.38;   19.8;   14.3;   11.6;eor
        662;20170711;   10;  12.5;   3.5;    3;   1.1;   4;    8.917;-999;   7.5;  15.9; 1000.67;   18.7;   75.29;   22.8;   14.1;   11.6;eor
        662;20170712;   10;  15.4;   3.5;    3;   8.8;   4;    0.000;-999;   7.4;  15.6; 1000.19;   15.5;   88.13;   17.7;   11.7;    9.6;eor
        662;20170713;   10;   9.7;   3.4;    3;   0.0;   0;    3.500;-999;   7.4;  11.5; 1010.95;   14.5;   70.50;   18.8;   10.9;    8.5;eor
        662;20170714;   10;   8.6;   2.0;    3;   1.6;   4;    7.550;-999;   7.2;  12.1; 1006.37;   16.3;   68.42;   22.0;   11.4;    9.0;eor
        662;20170715;   10;  10.9;   2.6;    3;   0.0;   0;    3.317;-999;   7.6;  13.8; 1010.81;   15.7;   78.33;   21.4;   11.9;   10.1;eor
        662;20170716;   10;   8.8;   3.3;    3;   1.3;   4;    0.267;-999;   7.7;  15.4; 1012.23;   17.8;   75.88;   21.2;   12.5;    9.4;eor
        662;20170717;   10;   7.9;   2.4;    3;   0.0;   4;    8.383;-999;   5.3;  14.9; 1012.10;   17.9;   74.13;   22.3;   11.8;    8.1;eor
        662;20170718;   10;   7.2;   2.4;    3;   0.0;   0;   14.967;-999;   5.1;  13.8; 1011.32;   18.3;   67.71;   24.3;    9.5;    6.6;eor
        662;20170719;   10;  17.0;   3.7;    3;  18.8;   4;   13.150;-999;   5.3;  16.5; 1003.82;   21.5;   67.33;   30.5;   12.2;    8.9;eor
        662;20170720;   10;   9.1;   2.2;    3;   0.7;   4;    4.867;-999;   6.7;  19.6; 1000.14;   20.2;   83.33;   24.8;   16.5;   14.1;eor
        662;20170721;   10;  10.5;   2.8;    3;   5.7;   4;   12.283;-999;   3.9;  15.2; 1004.48;   20.0;   66.08;   24.4;   16.0;   13.6;eor
        662;20170722;   10;   6.8;   2.0;    3;  11.9;   4;    3.483;-999;   6.1;  18.4; 1003.42;   19.0;   83.79;   23.5;   16.1;   13.5;eor
        662;20170723;   10;  13.0;   3.8;    3;   0.0;   4;    6.283;-999;   6.3;  14.8; 1002.73;   18.8;   69.38;   22.4;   14.7;   10.7;eor
        662;20170724;   10;   8.9;   2.8;    3;  12.8;   4;    1.950;-999;   7.8;  14.9;  999.21;   15.9;   82.54;   20.1;   13.5;   11.0;eor
        662;20170725;   10;  11.8;   4.0;    3;  55.0;   4;    0.000;-999;   7.5;  15.6;  994.68;   14.8;   92.92;   16.9;   13.1;   11.8;eor
        662;20170726;   10;  12.3;   5.1;    3;   2.5;   4;    2.117;-999;   7.2;  15.5;  996.01;   16.6;   83.00;   21.7;   13.2;   11.9;eor
        662;20170727;   10;   9.2;   3.2;    3;   0.0;   4;    2.200;-999;   7.3;  15.3;  997.10;   18.2;   74.67;   23.4;   14.2;   10.3;eor
        662;20170728;   10;  14.6;   3.9;    3;   0.2;   4;    5.667;-999;   6.2;  13.3; 1001.22;   17.1;   69.08;   21.9;   12.5;    9.3;eor
        662;20170729;   10;  11.5;   3.7;    3;   0.4;   4;    3.883;-999;   7.3;  15.6; 1002.63;   20.4;   65.42;   25.0;   16.3;   14.1;eor
        662;20170730;   10;  14.8;   3.9;    3;   0.0;   4;    8.433;-999;   6.7;  17.3;  999.15;   23.4;   61.83;   29.2;   16.9;   13.5;eor
        662;20170731;   10;   8.3;   2.2;    3;   1.7;   4;    9.700;-999;   6.5;  15.4; 1004.35;   21.0;   64.42;   27.1;   14.7;   11.6;eor
        662;20170801;   10;   9.1;   2.7;    3;   0.0;   4;    2.550;-999;   8.0;  19.0; 1005.31;   20.6;   78.63;   25.4;   15.7;   14.3;eor
        662;20170802;   10;   9.5;   2.2;    3;   0.8;   4;    3.867;-999;   7.7;  16.7; 1007.57;   20.7;   70.00;   25.8;   16.1;   13.8;eor
        662;20170803;   10;  14.5;   3.8;    3;   0.2;   4;    4.600;-999;   5.8;  18.0; 1001.31;   21.3;   72.13;   26.9;   17.6;   14.3;eor
        662;20170804;   10;  13.9;   4.8;    3;   0.0;   0;    3.083;-999;   7.5;  13.6; 1001.78;   20.1;   58.25;   23.0;   16.8;   13.5;eor
        662;20170805;   10;   7.1;   2.5;    3;   8.9;   4;    1.133;-999;   6.8;  15.4; 1004.60;   16.5;   81.92;   19.0;   13.7;   10.3;eor
        662;20170806;   10;   9.8;   3.3;    3;   0.0;   0;   12.533;-999;   2.5;  12.3; 1011.91;   16.4;   68.29;   21.6;   11.4;    7.6;eor
        662;20170807;   10;   6.6;   1.8;    3;   0.0;   0;   11.900;-999;   4.2;  12.2; 1010.26;   18.0;   61.58;   24.5;   10.5;    7.0;eor
        662;20170808;   10;   9.6;   2.8;    3;   0.5;   6;    4.617;-999;   7.7;  14.7; 1001.98;   19.5;   65.21;   25.8;   13.3;    8.9;eor
        662;20170809;   10;   9.5;   2.6;    3;   0.4;   6;    7.467;-999;   5.6;  14.0; 1006.05;   18.3;   67.42;   23.1;   12.7;    8.5;eor
        662;20170810;   10;   6.7;   2.4;    3;  12.2;   6;    0.083;-999;   7.9;  15.1; 1009.55;   16.1;   82.54;   18.6;   12.4;    9.4;eor
        662;20170811;   10;  11.7;   4.5;    3;  29.1;   6;    0.000;-999;   7.5;  15.5; 1004.60;   14.4;   93.96;   16.3;   12.7;   11.4;eor
        662;20170812;   10;  12.2;   4.3;    3;   0.2;   6;    0.333;-999;   7.3;  14.4; 1004.47;   14.5;   86.75;   16.9;   11.8;   10.4;eor
        662;20170813;   10;   8.7;   2.7;    3;   0.2;   6;    5.733;-999;   5.5;  15.0; 1009.91;   16.4;   81.25;   21.1;   11.2;    7.4;eor
        662;20170814;   10;   8.3;   2.5;    3;   0.0;   0;   10.350;-999;   5.4;  13.6; 1012.31;   17.5;   70.63;   23.9;    9.5;    6.7;eor
        662;20170815;   10;  11.5;   3.1;    3;   0.3;   6;    8.133;-999;   6.4;  16.2; 1006.87;   22.2;   61.13;   28.2;   17.0;   14.5;eor
        662;20170816;   10;   6.6;   2.1;    3;   0.0;   6;    4.867;-999;   7.5;  16.7; 1010.65;   18.9;   77.38;   23.4;   14.6;   11.0;eor
        662;20170817;   10;   7.7;   2.3;    3;   1.6;   6;    3.050;-999;   6.5;  18.0; 1007.02;   19.8;   78.92;   25.5;   14.7;   11.2;eor
        662;20170818;   10;  10.6;   1.9;    3;  11.8;   6;    1.300;-999;   7.6;  18.2; 1003.24;   17.7;   89.33;   20.5;   15.3;   13.1;eor
        662;20170819;   10;  11.4;   4.5;    3;   0.1;   6;    7.917;-999;   3.9;  13.0; 1006.01;   16.0;   72.08;   19.8;   12.0;    8.7;eor
        662;20170820;   10;  14.7;   4.1;    3;   2.4;   6;    6.233;-999;   4.9;  12.8; 1010.87;   14.6;   78.54;   19.4;   11.6;    8.9;eor
        662;20170821;   10;   9.1;   3.3;    3;   0.0;   6;    3.800;-999;   5.7;  13.3; 1012.63;   14.8;   79.79;   18.8;   10.9;    8.5;eor
        662;20170822;   10;   7.1;   2.2;    3;   0.0;   0;    7.867;-999;   4.2;  12.2; 1012.00;   14.2;   77.38;   19.1;    9.2;    5.4;eor
        662;20170823;   10;   6.3;   1.7;    3;   0.3;   6;   12.767;-999;   3.3;  11.0; 1008.82;   15.3;   67.13;   22.6;    6.9;    3.4;eor
        662;20170824;   10;   9.2;   3.2;    3;   5.3;   8;    3.933;-999;   7.5;  15.5; 1005.41;   18.0;   74.54;   22.9;   13.0;   11.5;eor
        662;20170825;   10;   7.9;   2.3;    3;   0.0;   0;    7.867;-999;   7.9;  14.6; 1008.79;   17.4;   75.38;   21.9;   13.4;   10.1;eor
        662;20170826;   10;   5.1;   1.5;    3;  12.7;   6;    2.150;-999;   7.6;  17.3; 1005.92;   18.4;   81.63;   23.9;   12.5;    9.8;eor
        662;20170827;   10;   9.2;   2.9;    3;   0.0;   0;    6.300;-999;   5.5;  15.3; 1008.09;   17.0;   79.83;   21.3;   12.0;    8.0;eor
        662;20170828;   10;   4.3;   1.3;    3;   0.0;   0;   12.633;-999;   1.3;  13.3; 1010.57;   16.4;   73.71;   23.7;    9.5;    6.2;eor
        662;20170829;   10;   6.4;   2.6;    3;   0.0;   0;   12.450;-999;   0.8;  15.8; 1005.54;   20.5;   66.17;   28.1;   12.3;    8.8;eor
        662;20170830;   10;   8.3;   2.9;    3;   0.0;   6;    9.050;-999;   4.3;  18.9;  999.09;   24.0;   64.13;   29.9;   17.3;   13.6;eor
        662;20170831;   10;  11.8;   3.4;    3;   1.7;   6;    0.383;-999;   7.7;  16.7; 1003.69;   17.6;   82.17;   21.2;   11.8;    7.7;eor
        662;20170901;   10;   4.4;   1.2;    3;   0.0;   0;    7.467;-999;   6.7;  12.3; 1010.72;   14.2;   78.00;   19.1;    9.9;    6.2;eor
        662;20170902;   10;   7.1;   1.6;    3;   0.4;   6;    3.583;-999;   3.9;  12.2; 1009.48;   12.8;   83.58;   18.7;    8.7;    4.8;eor
        662;20170903;   10;   5.8;   1.6;    3;   0.0;   0;   10.517;-999;   1.6;  11.4; 1007.27;   13.3;   77.00;   19.9;    7.6;    4.0;eor
        662;20170904;   10;   7.5;   1.6;    3;   0.0;   0;   11.017;-999;   1.2;  11.5; 1006.74;   14.1;   74.67;   20.9;    6.7;    3.5;eor
        662;20170905;   10;   6.8;   2.3;    3;   0.4;   6;    7.617;-999;   5.9;  14.5; 1007.87;   16.6;   76.63;   22.7;    9.0;    5.0;eor
        662;20170906;   10;  17.7;   4.2;    3;   4.9;   6;    0.950;-999;   7.4;  15.7; 1002.69;   16.3;   83.54;   19.7;   12.6;   10.4;eor
        662;20170907;   10;  11.1;   4.0;    3;   1.7;   6;    1.517;-999;   7.5;  13.1; 1003.25;   13.7;   83.50;   18.2;   11.9;    9.5;eor
        662;20170908;   10;  14.2;   4.0;    3;   0.8;   6;    0.000;-999;   7.8;  13.4;  994.83;   15.0;   78.58;   16.9;   13.3;   11.2;eor
        662;20170909;   10;  12.5;   3.8;    3;   0.3;   6;    0.633;-999;   7.6;  13.7;  988.23;   15.5;   77.75;   17.8;   11.8;    8.7;eor
        662;20170910;   10;  10.4;   3.3;    3;   0.0;   6;    9.383;-999;   5.1;  12.1;  993.88;   14.2;   75.63;   18.8;   10.8;    7.9;eor
        662;20170911;   10;  13.3;   4.7;    3;   0.1;   6;    4.117;-999;   6.3;  11.5;  988.77;   15.3;   66.17;   18.6;   13.4;   10.9;eor
        662;20170912;   10;  13.5;   4.8;    3;   1.8;   6;    4.883;-999;   6.0;  11.5;  994.59;   14.0;   72.29;   18.0;   10.6;    7.8;eor
        662;20170913;   10;  20.9;   6.6;    3;   1.6;   6;    6.200;-999;   5.2;  11.2;  989.59;   14.3;   70.29;   19.0;   10.9;    8.5;eor
        662;20170914;   10;  17.6;   4.9;    3;   2.8;   6;    2.667;-999;   6.2;  11.1;  990.54;   12.1;   78.79;   15.1;    9.9;    8.1;eor
        662;20170915;   10;  11.9;   3.7;    3;   1.7;   6;    3.800;-999;   5.1;  11.4; 1000.57;   12.2;   80.79;   16.6;    8.6;    5.1;eor
        662;20170916;   10;   8.1;   2.7;    3;   0.0;   0;   10.550;-999;   2.7;  10.4; 1001.70;   11.5;   78.25;   16.6;    7.2;    3.7;eor
        662;20170917;   10;   9.2;   1.7;    3;   0.6;   6;    1.883;-999;   6.5;  10.5; 1003.66;   10.5;   82.79;   16.6;    5.8;    2.4;eor
        662;20170918;   10;   5.9;   2.4;    3;   3.7;   6;    4.500;-999;   5.3;  10.9; 1004.82;   10.4;   86.63;   15.6;    6.1;    2.5;eor
        662;20170919;   10;   6.0;   2.4;    3;   0.0;   6;    2.350;-999;   7.1;  11.6; 1007.08;   11.4;   86.21;   15.4;    8.4;    5.0;eor
        662;20170920;   10;   8.6;   3.0;    3;   0.1;   6;    1.183;-999;   7.8;  11.9; 1009.89;   12.2;   83.79;   15.0;   10.2;    6.9;eor
        662;20170921;   10;   4.6;   1.8;    3;   0.0;   0;    6.683;-999;   5.5;  11.9; 1011.48;   13.0;   81.17;   18.7;    8.8;    5.5;eor
        662;20170922;   10;   3.3;   0.8;    3;   0.0;   6;    0.950;-999;   7.4;  12.1; 1011.26;   12.3;   86.13;   18.4;    6.9;    3.7;eor
        662;20170923;   10;   3.4;   1.0;    3;   0.0;   6;    3.000;-999;   7.6;  13.0; 1013.38;   13.1;   86.79;   18.7;    7.5;    5.1;eor
        662;20170924;   10;   4.9;   1.8;    3;   2.2;   6;    0.000;-999;   7.8;  14.3; 1013.26;   13.2;   94.13;   15.5;   11.2;    9.3;eor
        662;20170925;   10;   7.5;   2.6;    3;   2.1;   6;    1.117;-999;   7.6;  14.8; 1012.70;   14.1;   91.96;   17.5;   12.6;    9.9;eor
        662;20170926;   10;  16.2;   2.8;    3;  20.1;   8;    0.583;-999;   7.8;  14.3; 1014.32;   14.0;   89.75;   17.0;    9.4;    7.8;eor
        662;20170927;   10;   6.8;   2.5;    3;   0.0;   6;    0.933;-999;   7.1;  14.7; 1015.38;   14.3;   90.08;   17.8;   12.2;    8.8;eor
        662;20170928;   10;   5.5;   1.9;    3;   0.2;   6;    0.000;-999;   7.5;  15.6; 1014.95;   14.6;   93.50;   16.6;   10.7;    7.4;eor
        662;20170929;   10;   5.2;   2.4;    3;   1.5;   6;    6.100;-999;   7.3;  16.6; 1012.13;   17.4;   84.38;   22.6;   14.2;   12.4;eor
        662;20170930;   10;   9.6;   3.2;    3;   6.3;   6;    0.083;-999;   7.9;  15.7; 1006.79;   15.6;   88.83;   18.5;   12.0;   10.8;eor
        662;20171001;   10;   6.0;   2.4;    3;   0.0;   6;    8.067;-999;   3.8;  11.8; 1010.71;   12.6;   82.00;   17.0;    9.4;    6.3;eor
        662;20171002;   10;  11.7;   3.8;    3;   4.0;   6;    0.567;-999;   7.8;  12.6; 1002.78;   13.2;   82.42;   15.7;    9.5;    6.2;eor
        662;20171003;   10;  13.6;   4.6;    3;   0.8;   6;    4.367;-999;   6.4;  11.7; 1005.45;   12.6;   80.17;   15.8;   10.2;    7.5;eor
        662;20171004;   10;  14.2;   5.9;    3;   2.5;   6;    0.267;-999;   8.0;  10.3; 1007.73;   12.0;   73.75;   13.4;   10.5;    8.6;eor
        662;20171005;   10;  28.6;   7.2;    3;   7.9;   6;    1.567;-999;   7.1;  11.0;  996.00;   11.4;   81.46;   16.2;    9.8;    7.5;eor
        662;20171006;   10;  15.0;   6.0;    3;   1.8;   6;    1.267;-999;   7.0;  10.9; 1003.24;   10.9;   83.42;   12.5;    9.6;    7.5;eor
        662;20171007;   10;  11.8;   5.4;    3;   8.2;   6;    0.017;-999;   7.7;  11.2; 1003.83;   10.5;   88.04;   11.3;    9.6;    7.8;eor
        662;20171008;   10;  10.2;   4.2;    3;   0.5;   6;    5.967;-999;   5.1;  10.7; 1003.49;   11.2;   80.58;   14.6;    7.4;    4.8;eor
